9999.9	9999.9	9999.9	336.0919367	9999.9	9999.9	9999.9	434.573118	9999.9	218.2286455	9999.9	9999.9	9999.9	608.5353028	9999.9	9999.9	9999.9	9999.9	647.8803531	9999.9	411.5589777	9999.9
9999.9	9999.9	582.3229152	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	406.5667354	354.7778969	9999.9	248.9006061	612.2493429	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9
9999.9	582.3229152	9999.9	9999.9	9999.9	9999.9	586.6612422	9999.9	417.3922229	9999.9	9999.9	9999.9	240.8495204	9999.9	9999.9	203.7893259	655.9728653	9999.9	9999.9	9999.9	9999.9	9999.9
336.0919367	9999.9	9999.9	9999.9	9999.9	536.7049951	9999.9	488.3769882	9999.9	507.7404407	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	644.6822916	9999.9	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	491.4122135	9999.9	448.5524759	9999.9	661.3118611	9999.9	9999.9	9999.9	9999.9	9999.9	160.2076766	9999.9	9999.9	302.540407	9999.9	508.0149146
9999.9	9999.9	9999.9	536.7049951	9999.9	9999.9	9999.9	562.996968	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	405.2304971	9999.9	9999.9	9999.9	9999.9
9999.9	9999.9	586.6612422	9999.9	491.4122135	9999.9	9999.9	9999.9	517.1334685	9999.9	441.4144315	927.5381797	657.4025782	9999.9	9999.9	405.4647881	442.8382197	9999.9	625.9581479	683.087554	9999.9	596.1304443
434.573118	9999.9	9999.9	488.3769882	9999.9	562.996968	9999.9	9999.9	9999.9	353.6424044	660.3723237	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	310.4164341	313.8663986	9999.9	454.5113882	9999.9
9999.9	9999.9	417.3922229	9999.9	448.5524759	9999.9	517.1334685	9999.9	9999.9	9999.9	9999.9	9999.9	644.0826082	9999.9	9999.9	436.3464285	288.7857903	9999.9	9999.9	344.5459434	9999.9	9999.9
218.2286455	9999.9	9999.9	507.7404407	9999.9	9999.9	9999.9	353.6424044	9999.9	9999.9	9999.9	9999.9	9999.9	521.5875952	9999.9	9999.9	9999.9	663.9169871	469.0095203	9999.9	201.519605	9999.9
9999.9	9999.9	9999.9	9999.9	661.3118611	9999.9	441.4144315	660.3723237	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	619.055645	397.3230677	9999.9	9999.9	348.6341353
9999.9	406.5667354	9999.9	9999.9	9999.9	9999.9	927.5381797	9999.9	9999.9	9999.9	9999.9	9999.9	573.6233322	510.6686789	447.9675499	9999.9	9999.9	9999.9	975.1837534	9999.9	694.2131966	9999.9
9999.9	354.7778969	240.8495204	9999.9	9999.9	9999.9	657.4025782	9999.9	644.0826082	9999.9	9999.9	573.6233322	9999.9	9999.9	603.6784312	268.7278583	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9
608.5353028	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	521.5875952	9999.9	510.6686789	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	436.4131138	9999.9
9999.9	248.9006061	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	447.9675499	603.6784312	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9
9999.9	612.2493429	203.7893259	9999.9	9999.9	9999.9	405.4647881	9999.9	436.3464285	9999.9	9999.9	9999.9	268.7278583	9999.9	9999.9	9999.9	593.8914063	9999.9	9999.9	9999.9	9999.9	9999.9
9999.9	9999.9	655.9728653	9999.9	160.2076766	9999.9	442.8382197	9999.9	288.7857903	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	593.8914063	9999.9	9999.9	9999.9	244.0525465	9999.9	633.7259093
9999.9	9999.9	9999.9	644.6822916	9999.9	405.2304971	9999.9	310.4164341	9999.9	663.9169871	619.055645	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	454.0279216	9999.9	9999.9	845.9392165
647.8803531	9999.9	9999.9	9999.9	9999.9	9999.9	625.9581479	313.8663986	9999.9	469.0095203	397.3230677	975.1837534	9999.9	9999.9	9999.9	9999.9	9999.9	454.0279216	9999.9	9999.9	423.9539249	9999.9
9999.9	9999.9	9999.9	9999.9	302.540407	9999.9	683.087554	9999.9	344.5459434	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	244.0525465	9999.9	9999.9	9999.9	9999.9	9999.9
411.5589777	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	454.5113882	9999.9	201.519605	9999.9	694.2131966	9999.9	436.4131138	9999.9	9999.9	9999.9	9999.9	423.9539249	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	508.0149146	9999.9	596.1304443	9999.9	9999.9	9999.9	348.6341353	9999.9	9999.9	9999.9	9999.9	9999.9	633.7259093	845.9392165	9999.9	9999.9	9999.9	9999.9
