9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	548.7354807	9999.9	9999.9	9999.9	9999.9	820.2553494	9999.9	437.3793916	9999.9	9999.9	313.6952012	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	465.2332765
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	459.9402549	9999.9	9999.9	9999.9	9999.9	503.8077613	9999.9	352.5686022	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	334.4934762	9999.9	9999.9	9999.9	524.9385901	9999.9	477.2548058	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	464.0281225	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	457.225921	552.2797715	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	344.3123946	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	156.8037184	9999.9	9999.9	9999.9	411.5479484	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	304.230043	9999.9	407.1607003
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	315.8408511	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	278.0395014	9999.9	9999.9	9999.9	9999.9	9999.9	309.1910649	9999.9	9999.9	9999.9	498.5561007	9999.9	9999.9	9999.9	9999.9	9999.9	514.8869922	591.8393186
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	403.4334155	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	440.4898131	9999.9	9999.9	9999.9	450.1330491	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	574.9925199
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	258.799483	323.7494377	9999.9	9999.9	9999.9	9999.9	407.0628527	9999.9	9999.9	374.6192304	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	595.1510941	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	390.4123511	410.0771006	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	545.297812	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	510.335702	316.7506483	449.1874012	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	479.3149769	9999.9	416.2660333	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	258.799483	545.297812	9999.9	526.1715912	9999.9	9999.9	9999.9	9999.9	296.9245931	9999.9	9999.9	431.446171	9999.9	9999.9	9999.9	9999.9	449.6854295	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	364.544149	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	421.3981435	9999.9	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	323.7494377	9999.9	526.1715912	9999.9	9999.9	9999.9	9999.9	9999.9	484.185667	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	312.0409326	473.9878723	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	415.0307836	500.1192756	9999.9	389.0061825	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	403.3135371	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	364.531195	9999.9	406.7715392	9999.9	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	415.0307836	9999.9	320.7134425	9999.9	433.0546552	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	328.3234382	497.3360556	9999.9	9999.9	452.2519624	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	283.3382272	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	500.1192756	320.7134425	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	438.0938998	9999.9	648.1918135	9999.9	288.049136	9999.9	9999.9	521.4302959	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	136.6867473	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9
9999.9	459.9402549	9999.9	9999.9	315.8408511	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	477.2569034	9999.9	9999.9	528.2188385	9999.9	9999.9	9999.9	504.7125519	9999.9	9999.9	9999.9	9999.9	552.232405	9999.9	9999.9	9999.9	281.6070704	9999.9
9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	407.0628527	9999.9	296.9245931	484.185667	389.0061825	433.0546552	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	463.2331968	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	577.1837198	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	9999.9	216.1296996	9999.9	9999.9	9999.9	9999.9
